acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year,target_emotion
0.974,"['Giuseppe Verdi', 'Arturo Toscanini']",0.417,176907,0.0688,0,35i9ROY9HDfQHwZgjxvv7V,5.19E-05,0,0.305,-19.42,1,"La Traviata: E strano. è strano! Ah, fors è lui",0,1946,0.0644,102.462,0.143,1946,sad
0.971,"['Jimpson And Men With Axes', 'Alan Lomax']",0.399,48298,0.0497,0,0Vu1Yn1J2cwi6403GjSlWu,2.41E-05,9,0.372,-13.717,1,Murder's Home,8,1957,0.0401,71.725,0.441,1957,sad
0.912,['水柳仙'],0.124,177706,0.0717,0,6fNfiO13VFj92eRsSKw5Gw,0.938,7,0.346,-25.138,1,思想起,23,01-08-1963,0.0447,77.691,0.294,1963,sad
0.984,"['Franz Liszt', 'Vladimir Horowitz']",0.375,162840,0.0325,0,0xrAQaBpCiRgTh4KtQCJ70,0.74,6,0.171,-28.284,1,"Consolation No. 4 in D-Flat Major, S. 172/4",9,1930,0.0439,99.413,0.102,1930,sad
0.912,['Evanescence'],0.416,220360,0.178,0,0aYUqsvZG7bAslrUkd9Z0g,0.000138,11,0.342,-11.428,0,Hello,58,04-03-2003,0.031,139.969,0.0699,2003,sad
0.231,['Iggy Pop'],0.546,180260,0.451,0,5Jwn7FaCOEvJmiWQACIKZ1,0.00097,6,0.104,-8.271,1,Tiny Girls,32,18-03-1977,0.027,79.929,0.162,1977,sad
0.994,"['Nilla Pizzi', 'Achille Togliani']",0.348,194168,0.0206,0,3iHp1KRj5CucxRiFKsjAFu,0.914,3,0.195,-30.612,1,Mandolino Mandolino,7,29-06-1940,0.0518,110.722,0.279,1940,sad
0.989,"['Muzio Clementi', 'Vladimir Horowitz']",0.324,369480,0.1,0,0aFrggpA0PYzAVCJYhMr8a,0.926,9,0.394,-22.322,1,"Piano Sonata in A Major Op. 33, No. 1: I. Allegro",3,1942,0.0303,75.056,0.336,1942,sad
0.856,['Willie Nelson'],0.377,131667,0.182,0,2JBodzrMr2xVMNltzphAt9,0.000151,4,0.389,-13.366,1,Ashamed,19,01-09-1968,0.0288,82.85,0.388,1968,sad
0.176,['Jacky Terrasson'],0.364,245067,0.119,0,45co7gWEhnZevNaWbPlW3W,0.694,5,0.218,-22.669,0,Sous Le Ciel De Paris,43,01-01-2002,0.0453,77.275,0.0758,2002,sad
0.891,"['Igor Stravinsky', 'Columbia Symphony Orchestra']",0.093,176867,0.0286,0,1asT1ra7AA0qyqVnLlfSZb,0.805,1,0.0852,-32.405,1,"Le sacre du printemps: Part 1 ""Adoration of the Earth"", Introduction",3,1948,0.0464,77.489,0.0356,1948,sad
0.988,['Kakia Mendri'],0.347,196360,0.207,0,4NnxqmdtM5Lvn8IKsxPvbb,3.63E-05,0,0.116,-14.201,0,Maramena ta gioulia,0,01-01-1940,0.035,98.553,0.355,1940,sad
0.94,['Jake Shimabukuro'],0.531,209147,0.108,0,6xetFi399audH6OFTpaQU5,0.895,0,0.12,-18.584,1,In My Life,45,18-09-2007,0.059,96.46,0.0935,2007,sad
0.993,"['Igor Stravinsky', 'Concertgebouworkest', 'Eduard van Beinum']",0.126,168373,0.048,0,3O8LHYOH1BdfE9ApcrDEbk,0.902,1,0.267,-26.439,0,Le Sacre du Printemps / Part 2: Le Sacrifice: 2. Cercles mysteriéux des adolescentes,0,01-01-1948,0.0397,81.937,0.0448,1948,sad
0.981,['Fred Astaire'],0.507,193280,0.0227,0,2cPZge3nHYJQLkcd5LVF86,0.0246,5,0.104,-22.802,1,Change Partners,18,01-02-1957,0.0402,81.244,0.219,1957,sad
0.937,"['Jules Massenet', 'Richard Tucker', 'Pierre Dervaux']",0.327,175947,0.376,0,0E29wKh3iQuOuAzYADSBQ9,9.96E-05,8,0.235,-12.015,1,"Werther: ""Un autre est son époux"" - Remasterd 2013",0,1949,0.0489,84.627,0.157,1949,sad
0.942,['Giacomo Rondinella'],0.24,211513,0.223,0,5mWAaLfNQQNBZymcrzMIWf,0.000934,7,0.373,-17.536,1,Desiderio 'e sole,0,23-11-1942,0.045,86.236,0.219,1942,sad
0.936,['Mack Browne & The Brothers'],0.568,166175,0.042,0,3tuDCFSxG2W6XIJKhS0hcX,0.832,7,0.104,-27.914,0,Bumpy's Lament,41,01-01-1971,0.0384,119.051,0.407,1971,sad
0.895,['Anita Kerr Singers'],0.335,224240,0.229,0,5AClIbu3aBQq37LGXsm3qB,0.571,5,0.11,-13.345,1,Welcome to My World,40,1968,0.0361,78.525,0.363,1968,sad
0.992,"['Ludwig van Beethoven', 'Rudolf Serkin']",0.401,241320,0.0882,0,3ME2lwsHlhnUjBS4tU3MfN,0.901,0,0.09,-23.216,1,"Variations on a Waltz by Diabelli, Op. 120: Variation 33: Tempo di menuetto, moderato - Ma non tirarsi dietro",0,1947,0.0426,120.64,0.211,1947,sad
0.974,"['Giacomo Puccini', 'Carlo Bergonzi', 'Rolando Panerai', 'Piero de Palma', ""Coro del Teatro dell' Opera di Roma"", ""Orchestra Del Teatro Dell'Opera Di Roma"", 'Gianni Lazzari', 'Sir John Barbirolli']",0.288,242827,0.191,0,3B2BjOWFzPHQqLyUXLK2Ku,0.0167,10,0.214,-15.133,1,"Madama Butterfly, Act I: Quale smania vi prende! (Sharpless, Pinkerton, Coro, Goro)",23,1966,0.0404,67.066,0.219,1966,sad
0.915,"['Wolfgang Amadeus Mozart', 'Budapest String Quartet', 'Milton Katims']",0.339,544760,0.22,0,4M9dUvlPSl9Psjeclr0x5u,0.41,7,0.106,-14.981,1,"Quintet No. 4 in G Minor for Strings, K. 516: IV. Adagio - Allegro",0,1948,0.0466,83.245,0.315,1948,sad
0.949,"['Georges Bizet', 'Richard Tucker', 'Emil Cooper']",0.247,269573,0.187,0,0dabTJQqgzKhXEF75PMOLW,2.50E-05,7,0.0994,-14.4,0,"Le Pecheur de perles: ""A cette voix quel trouble - je crois entendre encore""",0,1949,0.0366,104.404,0.251,1949,sad
0.968,['Mandi e Sorocabinha'],0.645,174440,0.203,0,4cJXAS9JKNrVeNEuB5BGpk,3.01E-05,5,0.14,-11.09,0,A Mosca na Moça,0,12-12-1939,0.0903,110.027,0.292,1939,sad
0.657,['Pescado Rabioso'],0.523,130080,0.169,0,689lBKIELtWGHfsPWpR6rv,1.08E-05,0,0.115,-14.107,1,Todas las Hojas Son del Viento,54,07-05-1973,0.0403,76.049,0.392,1973,sad
0.446,['Pearl Jam'],0.241,546019,0.34,0,3xAka0D8585mDoShALnsd7,0.0641,7,0.0994,-11.919,1,Release,58,27-08-1991,0.0446,80.979,0.064,1991,sad
0.923,['Kurt Bestor'],0.266,219173,0.188,0,4b37qBHC4LG1OSOqtt8GPC,4.10E-06,5,0.12,-11.718,1,The Melody Within,30,01-07-1993,0.0347,87.144,0.134,1993,sad
0.994,['Satya Chowdhury'],0.387,213893,0.0897,0,0NoZPJ4kE48ze8QYQ9Rn5w,0.338,8,0.111,-17.682,1,Jetha Gaan,0,01-12-1946,0.0498,71.201,0.203,1946,sad
0.949,"['Anthony Wonsey Trio', 'Richie Goods', 'Tony Reedus']",0.386,567920,0.148,0,2oFgZSzpbXscqwZQyoFIzW,0.792,0,0.0665,-18.921,0,The Peacocks,48,21-09-2004,0.0367,94.88,0.128,2004,sad
0.939,"['Crosby, Stills & Nash']",0.344,182160,0.0487,0,0JlQWr5qN65pZZD5CJ4vCV,1.50E-06,9,0.873,-25.922,1,"Blackbird - Live at the New Universal Amphitheatre, Universal City, California, 1982",35,06-06-1983,0.0401,167.889,0.384,1983,sad
0.639,['Duke Ellington'],0.364,235533,0.276,0,5RnEnO0UF4EQHLv6CwgoNR,0.131,5,0.0876,-15.145,0,Main Title and Anatomy of a Murder,21,1959,0.0494,76.557,0.436,1959,sad
0.941,['Yohai Gabai'],0.287,226000,0.00883,0,2FFiA7WVfpaquLXI3XrR1D,0.936,6,0.11,-31.829,1,Uf Gozal,2,19-06-1937,0.0495,138.425,0.388,1937,sad
0.97,"['Felix Mendelssohn', 'Pablo Casals']",0.338,599667,0.191,0,2fBWsXJadvfoctblUZpVFo,0.239,10,0.113,-14.669,1,"Piano Trio No. 1 in D Minor, Op. 49, MWV Q 29: I. Molto allegro ed agitato",0,1953,0.0316,97.202,0.194,1953,sad
0.988,"['Samuel Barber', 'Leontyne Price']",0.298,184267,0.25,0,6sdsZ6LS64gL4fJWbITpHE,0.00189,5,0.69,-15.58,0,"Hermit Songs, Op. 29: Saint Ita's Vision",0,1935,0.0658,95.432,0.135,1935,sad
0.987,"['Frédéric Chopin', 'Dinu Lipatti']",0.269,178600,0.286,0,3yttvDhXIRZ7gQ5KHqHacN,0.881,11,0.131,-17.845,0,"Valses, Op. 69: No. 2 in B Minor",0,1926,0.0421,98.724,0.543,1926,neutral
0.706,"['Dave Matthews', 'Tim Reynolds']",0.512,394827,0.547,0,3SJdvGQJMLse2cTWujAs3o,0.00129,2,0.732,-11.357,0,"Two Step - Live at Luther College, Decorah, IA - February 1996",33,25-01-1999,0.0365,111.956,0.475,1999,neutral
0.802,"['Ali Farka Touré', 'Toumani Diabaté']",0.361,355840,0.31,0,56K7H3Ipsce0Csn2v4u8kZ,0.687,9,0.128,-12.102,1,Ruby,55,22-02-2010,0.0398,177.659,0.408,2010,neutral
0.995,['Ignacio Corsini'],0.722,145293,0.132,0,2ASfkMyqqICcBsauldmXmr,0.602,2,0.112,-18.859,0,Se Cortó la Redoblona - Remasterizado,0,14-05-1927,0.104,124.283,0.749,1927,neutral
0.976,['Yvette Guilbert'],0.695,102200,0.177,0,54UWJ8hRumK1aoq4NnLokZ,0,11,0.0836,-17.272,1,Le Fiacre,3,1934,0.11,99.814,0.7,1934,neutral
0.189,['Michael Bolton'],0.547,304867,0.569,0,2nfMrwg3aRhSAv4HX7IzJL,7.05E-06,10,0.156,-8.644,1,Said I Loved You...But I Lied,62,1993,0.0271,159.713,0.432,1993,neutral
0.511,['Otis Redding'],0.651,182707,0.226,0,3PD9zS9RFsRFuPel4CsmXe,6.32E-05,4,0.219,-13.453,1,White Christmas,23,1968,0.0285,96.09,0.535,1968,neutral
0.987,['Ignacio Corsini'],0.332,134840,0.278,0,0GXSIHwSyddrKNddSMNABj,0.963,8,0.177,-19.895,1,Olga - Remasterizado,0,29-03-1924,0.0748,179.54,0.547,1924,neutral
0.995,['Ignacio Corsini'],0.612,126733,0.235,0,2L7AVg4bPkWVZbA1Iu20Ei,0.937,4,0.11,-24.705,1,Invocación al Tango - Remasterizado,0,14-05-1928,0.0527,95.493,0.92,1928,neutral
0.093,['Johnny Gill'],0.58,321907,0.596,0,0Z9FRM5zukGVagh8TVSdrI,0,0,0.109,-10.31,1,"My, My, My",54,01-01-1990,0.0626,74.033,0.653,1990,neutral
0.358,['Yusuf / Cat Stevens'],0.48,202427,0.508,0,46JuerGFS43VUt2wJCJHGs,0.000885,0,0.101,-9.35,1,Wild World,25,01-01-1975,0.0354,153.626,0.54,1975,neutral
0.506,['Michael W. Smith'],0.61,280240,0.476,0,4q2l7MCk0oNZUxMXK1qZsU,0,7,0.197,-10.55,1,Friends,39,1993,0.0303,135.941,0.443,1993,neutral
0.97,['Fréhel'],0.482,202107,0.165,0,1t8aJvpjxFtWHBfcbdOtwU,0,9,0.169,-13.785,0,Où Sont Tous Mes Amants,3,1935,0.0509,131.516,0.495,1935,neutral
0.64,['President Franklin Delano Roosevelt'],0.704,1015928,0.248,0,1wiczrKqaEtkUxnXkRrrFZ,0,9,0.0773,-10.579,0,"Democratic National Convention (July 20, 1944)",0,1950,0.625,106.822,0.613,1950,neutral
0.994,['Francisco Canaro'],0.433,311267,0.392,0,7oNRbu4tqXJqnPVMtFBR6A,0.881,7,0.355,-8.733,1,La Patria del Tango - Instrumental (Remasterizado),0,18-01-1936,0.0577,95.935,0.476,1936,neutral
0.266,['Bruce Springsteen'],0.276,389800,0.495,0,2btdb2jPG8dPZIyx98D5OG,9.05E-05,0,0.979,-14.483,1,"4th of July, Asbury Park (Sandy) - Live at Nassau Coliseum, Uniondale, NY - December 1980",35,10-11-1986,0.0391,177.335,0.628,1986,neutral
0.244,['David Allan Coe'],0.741,183840,0.368,0,5JELJ6SX5zeGRQWrFp2m3z,0.00029,11,0.119,-14.518,0,She Used to Love Me a Lot,36,1975,0.0511,95.967,0.543,1975,neutral
0.912,['Artie Shaw'],0.629,196160,0.155,0,0YJAz1QqMNrPhJ2vhHupcZ,0.382,7,0.454,-15.917,1,Begin the Beguine,50,01-09-1987,0.0514,140.933,0.368,1987,neutral
0.445,['Muddy Waters'],0.266,161267,0.598,0,4ASHM48Ufi1bEjJttPdxZC,2.79E-06,9,0.0702,-6.187,1,Soon Forgotten,16,15-11-1960,0.0416,184.062,0.604,1960,neutral
0.81,['Thelonious Monk'],0.63,356560,0.299,0,48stcCjD6f2QyqYrF0RWCS,0.000141,0,0.0876,-13.368,1,Boo Boo's Birthday,22,15-04-1968,0.0372,131.467,0.394,1968,neutral
7.22E-05,['Babe Ruth'],0.429,406187,0.484,0,5FBHAAcqBxdi60EQ59YDud,0.916,0,0.0771,-10.963,1,King Kong - 2007 Remaster,39,1972,0.0339,123.366,0.402,1972,neutral
0.686,['Kate Bush'],0.404,188173,0.238,0,3Srp3roK2ugmrjVI1bq7Ba,0.33,2,0.122,-17.277,0,Mother Stands For Comfort - 2018 Remaster,32,16-09-1985,0.0535,113.486,0.489,1985,neutral
0.925,"['Red Garland Quintet', 'John Coltrane']",0.491,205400,0.296,0,0sDWy29QXnfHB0PjwcDuHs,0.918,3,0.113,-19.581,1,Crazy Rhythm - Instrumental,12,1962,0.0547,141.662,0.789,1962,neutral
0.616,['Bob Seger'],0.559,273267,0.393,0,4kmrwwx9N7Jf5q8pMFKJCH,0.000136,4,0.918,-9.314,1,Jody Girl - Live In Detroit/1975,30,12-04-1976,0.0285,109.082,0.394,1976,neutral
0.99,['Oscar Peterson'],0.621,214000,0.197,0,6srjd0H3jKYSvTqqYm98SW,0.878,7,0.152,-14.483,1,Stormy Weather,40,15-11-1954,0.0573,120.196,0.569,1954,neutral
0.99,['Carlos Gardel'],0.716,137573,0.193,0,4pN3hnvarpIMbwem7A4SRn,0.000498,6,0.0995,-13.556,0,La muchacha del circo,1,18-08-1930,0.191,128.612,0.58,1930,neutral
0.886,['Billie Holiday'],0.463,151480,0.313,0,2qtCf2n8vJCeSFTLi4iMex,2.15E-05,9,0.408,-13.347,0,"Ain't Nobody's Business If I Do - Live At Carnegie Hall,1956",12,01-01-1956,0.196,67.593,0.672,1956,neutral
0.863,['Duster'],0.58,125933,0.47,0,0I9Xtmb9a1ej3oJIcnjyLS,0.931,3,0.11,-11.923,1,Gold Dust,50,24-02-1998,0.0338,111.464,0.43,1998,neutral
0.64,['Queen'],0.401,263560,0.425,0,1qWMq630VJQBmcBUWORUyY,0.000629,4,0.298,-16.894,0,The Night Comes Down,24,13-07-1973,0.0697,144.902,0.652,1973,neutral
0.411,"['JAY-Z', 'Kanye West']",0.74,140747,0.574,1,5Pt83OUaK3K9C2if4C5JOk,0,4,0.262,-6.938,1,Gotta Have It,62,08-08-2011,0.245,149.762,0.33,2011,neutral
0.283,['James Taylor'],0.447,189480,0.186,0,69foTA1ElY03DJQb7bbA0e,0,0,0.158,-17.369,1,Something in the Way She Moves,56,1976,0.0322,150.799,0.564,1976,neutral
0.99,['Charlie Parker'],0.629,207227,0.111,0,6kaIPgAXWg8VAQPxmaR0Ya,0.301,0,0.0897,-11.118,0,Parker's Mood - New Take 1,35,01-06-1955,0.0472,133.752,0.481,1955,neutral
0.828,"['Jule Styne', 'Ethel Merman', 'Milton Rosenstock']",0.557,266533,0.537,0,7FmmQN2nawDmvixZCuvhZR,0.000203,0,0.21,-8.319,0,Gypsy: Rose's Turn,20,1959,0.214,110.255,0.508,1959,neutral
0.754,"['Thelonious Monk Quartet', 'Johnny Griffin']",0.478,569973,0.361,0,4EXaMgvWIjyeXf0JpE15om,0.0135,10,0.803,-19.304,1,"Rhythm-A-Ning - Live At The Five Spot / August 7, 1958",8,1958,0.0494,141.393,0.726,1958,neutral
0.992,['Mirza Musharaf'],0.385,194982,0.316,0,6chghvpR8Hiz1JvhY4Wb5C,0.000103,11,0.902,-7.58,1,Premnagar Men Prempujari,0,31-12-1939,0.0491,67.822,0.571,1939,neutral
0.941,['Gerry Mulligan Quartet'],0.672,165093,0.381,0,3sIJqTH7dzC9u7H7ZI9qjI,0.327,5,0.0991,-11.678,0,Love Me Or Leave Me,7,1952,0.171,109.939,0.737,1952,neutral
0.837,['Birdy'],0.684,159507,0.341,0,3C5in0EVdoGepp5bA6lhlE,2.69E-05,9,0.0883,-9.497,1,Tee Shirt - Soundtrack Version,62,13-05-2014,0.0272,75.948,0.557,2014,neutral
0.676,['Charles Aznavour'],0.373,247387,0.403,0,4fLKe29bH7q286QpHJnR9m,0,4,0.296,-7.483,0,Bon anniversaire,38,1963,0.0355,110.646,0.422,1963,neutral
0.0683,['Ten Years After'],0.453,363307,0.401,0,5d7WmHD8eWMHKKFe63bVoR,0.0381,9,0.209,-11.533,0,Spoonful,28,1967,0.0405,104.831,0.477,1967,neutral
0.653,['Aida Cuevas'],0.671,207760,0.345,0,79TYYf7UcdU6eWJ9dDV0JH,0,0,0.185,-9.857,1,Te Vas a Quedar Con las Ganas,36,21-06-1986,0.0432,91.43,0.681,1986,neutral
0.434,['Kehlani'],0.771,122813,0.513,1,4ot7u8Ij91aHKohSV2QYZi,1.21E-05,8,0.0985,-7.156,0,Water,71,08-05-2020,0.0778,142.049,0.51,2020,neutral
0.783,['Louis Armstrong'],0.607,307973,0.288,0,3CCBwXANL8I8BrYkUd4OrV,1.75E-06,5,0.432,-9.573,0,Long Gone (From the Bowlin' Green),13,1954,0.0706,142.928,0.507,1954,neutral
0.412,['The Beatles'],0.718,139200,0.487,0,4YrNun99hnmXEeo4HwMKV7,0.048,0,0.306,-9.718,1,Getting Better - Take 1 / Instrumental And Speech At The End,27,26-05-1967,0.0839,127.533,0.382,1967,neutral
0.636,['Rick Astley'],0.729,273333,0.412,0,3WIWloYCsGOTjsJDrlMwUa,2.75E-06,1,0.0429,-13.962,1,Hold Me in Your Arms,52,01-12-1988,0.0248,95.912,0.671,1988,neutral
0.733,['The Rolling Stones'],0.322,331707,0.69,0,6B8czH1kJLkcihMhFdr6Xp,0.554,5,0.61,-6.672,1,Can You Hear The Music - Remastered,33,31-08-1973,0.032,73.279,0.492,1973,neutral
0.0227,['Los Bukis'],0.566,200853,0.583,0,2ilDYBvsvDI2922Y37Dk3U,0,7,0.306,-10.976,1,Ayer A Estas Hora,32,01-01-1984,0.0367,104.696,0.624,1984,neutral
0.256,['Elvis Presley'],0.527,333440,0.538,0,2t3EmASEfVwKWvGPbFIxfw,0.0131,9,0.791,-14.141,1,Polk Salad Annie - Live,36,01-06-1970,0.34,144.177,0.572,1970,neutral
0.118,['BoomBox'],0.887,346000,0.408,0,6X4f2HyaLrwTVi5juD27jY,0.254,2,0.076,-10.89,1,Stereo,51,02-12-2005,0.116,111.015,0.555,2005,neutral
0.194,['Blue Öyster Cult'],0.593,230147,0.608,0,7vm7Bd52OsZmxk3yWulR2u,1.66E-06,9,0.219,-8.378,1,In Thee,32,1979,0.0344,121.364,0.525,1979,neutral
0.2,['Goodie Mob'],0.746,265107,0.532,1,5Shgw23ZFsI7cD68G9QvTh,1.18E-05,7,0.122,-10.544,1,Goodie Bag,33,06-11-1995,0.474,179.11,0.552,1995,neutral
0.995,['Ignacio Corsini'],0.588,150173,0.0652,0,7wMwo4HJIFVCLtljKRMb6D,0.724,4,0.114,-22.125,0,Buena Suerte - Remasterizado,0,25-04-1925,0.192,122.354,0.506,1925,neutral
0.746,['Phil Ochs'],0.478,121400,0.347,0,70r9GGLXLAUqKwPefF7pL2,0,6,0.095,-15.804,1,What's That I Hear,13,1964,0.113,128.246,0.527,1964,neutral
0.25,['ABBA'],0.766,269373,0.533,0,6bFHvTWEKRHmtGQdhheo0z,0.0757,10,0.0853,-10.57,1,Should I Laugh Or Cry,20,1981,0.0282,105.779,0.584,1981,neutral
0.161,['The Presidents Of The United States Of America'],0.46,224707,0.616,0,5GJP3wkjtgFUU0VGcilFXv,4.71E-05,1,0.0898,-8.828,1,Naked and Famous,35,1995,0.0383,119.835,0.563,1995,neutral
0.8,['Pancho Barraza'],0.53,172896,0.346,0,5svu7VLrzUslx5wnhpxYAw,0,3,0.411,-7.133,1,Las Llaves De Mi Alma,42,27-01-2000,0.0366,87.423,0.712,2000,neutral
0.662,['Willie Nelson'],0.573,146256,0.341,0,6DPw8XsBZ88YMNcP2ZIPif,0,0,0.122,-10.934,1,Home Motel,11,01-01-1963,0.0253,95.915,0.454,1963,neutral
0.949,"['Renan Garcia', 'Orquesta de Alfredo Parra']",0.368,172698,0.379,0,2vsxLz8zrd9F0lj4wHAXse,0.00434,9,0.177,-8.258,1,Altivez,0,01-01-1949,0.0329,125.38,0.373,1949,neutral
0.748,['Bob Dylan'],0.593,103720,0.395,0,4NmAXebgrCnkx8G1NJOATX,1.79E-06,1,0.122,-9.783,1,"Like a Rolling Stone - Take 5, Rehearsal (Short Version)",24,01-01-1965,0.0283,78.134,0.639,1965,neutral
0.608,['The Beatles'],0.673,117013,0.349,0,7Aobt67JnaF7qN8jCCKvHq,0,4,0.38,-12.414,1,Do You Want To Know A Secret - Remastered 2009,62,22-03-1963,0.0368,124.451,0.609,1963,neutral
0.863,"['Joe Liggins', 'Honeydrippers']",0.697,180867,0.278,0,4NIC2PekIelrjo4DBbGhXG,0.000119,5,0.111,-11.952,1,Pink Champagne,37,1989,0.0294,99.651,0.787,1989,neutral
0.51,['June Christy'],0.621,137893,0.259,0,19qklMrfkSQjwIR33bAIN7,0,5,0.0672,-12.505,0,Give Me The Simple Life,26,09-10-1957,0.1,138.664,0.836,1957,neutral
0.543,['Shirley Brown'],0.477,358693,0.398,0,1aMJpA14sqoLd3c3h0q01d,0.00141,10,0.0524,-9.986,1,It Ain't No Fun,21,1974,0.0509,153.933,0.395,1974,neutral
0.652,['Grateful Dead'],0.507,954293,0.344,0,7zky2rmMzKV9012biT0FgZ,0.374,4,0.76,-17.41,1,"Sugaree - Live at Pembroke Pines, FL, May 22, 1977",31,1995,0.0326,111.682,0.704,1995,neutral
0.942,['Dave Brubeck'],0.666,576693,0.151,0,3MHZGl9Ug6N03BFdrCmgdb,0.605,10,0.717,-20.383,0,You Go to My Head,34,1959,0.0568,116.341,0.388,1959,neutral
0.758,['John Coltrane Quartet'],0.375,601400,0.348,0,71RPjNw25QN44DbMHhNlFO,0.0213,9,0.0692,-14.915,0,Greensleeves,31,01-01-1995,0.0314,105.973,0.438,1995,neutral
0.995,"['Francisco Canaro', 'Charlo']",0.716,173507,0.156,0,5Pnx62Xxn62jVPHqZdHZoK,0.352,9,0.347,-10.502,1,Canto de Amor - Remasterizado,0,06-11-1929,0.0691,112.661,0.64,1929,neutral
0.995,['Cristian Vasile'],0.319,186096,0.28,0,5pThzcOTZZ0mhHnM0KJ2Ga,0.858,7,0.399,-15.288,0,Dac-am fi împreună,0,01-01-1935,0.0417,118.885,0.493,1935,neutral
0.991,['Art Farmer'],0.542,294493,0.166,0,5UHyRG3GlbkaTQz2V4AX80,0.909,8,0.156,-11.368,1,Reminiscing,7,1956,0.0445,138.673,0.405,1956,neutral
0.158,['The Doors'],0.505,143267,0.359,0,4CIGLBUyPKZzHoYankmQzk,0,7,0.102,-13.028,1,We Could Be so Good Together,39,03-07-1968,0.0422,143.439,0.799,1968,neutral
0.783,['Elvis Presley'],0.334,271573,0.338,0,3tNyFKxcFszV0TiDDJsYVx,0.000116,3,0.11,-15.48,1,Hey Jude,40,20-02-1972,0.0278,78.628,0.627,1972,neutral
0.935,"['Johann Sebastian Bach', 'Yo-Yo Ma']",0.38,147467,0.157,0,2gKIaMUAXrVgjJBpxbPrSM,0.802,7,0.154,-24.751,1,"Cello Suite No. 3 in C Major, BWV 1009: III. Courante",31,1983,0.0483,109.094,0.871,1983,neutral
0.975,['Roza Eskenazi'],0.46,193853,0.54,0,06TcURop0hUZqzWIIf1WCI,0.000152,3,0.159,-6.186,1,Mpelalis karsilamas,0,01-01-1950,0.0369,127.071,0.646,1950,neutral
0.76,['Frank Sinatra'],0.648,163867,0.217,0,4CeqTwwR2VUOqAyXz1vSMn,0,8,0.19,-12.861,1,Anything Goes - Remastered 1998,33,1956-03,0.0433,120.013,0.621,1956,neutral
0.212,['Эрнест Хемингуэй'],0.714,102144,0.234,1,5qhlEApAiWfFADKspSJh99,0,7,0.319,-19.727,1,Часть 6.3 & Часть 7.1 - Прощай оружие,0,1929,0.885,109.288,0.551,1929,neutral
0.711,['Ray Price'],0.568,162354,0.291,0,0cCdiDNWicLugQdSSJqnUI,0,7,0.0889,-11.033,1,I've Got a New Heartache,17,1956,0.0291,118.757,0.764,1956,neutral
0.321,['The Band'],0.445,192104,0.376,0,1IoRkyadylakMOukD7uN67,0,4,0.0702,-11.844,1,I Shall Be Released - Remastered,53,01-07-1968,0.0312,128.156,0.526,1968,neutral
0.277,['Mark Wills'],0.572,216067,0.416,0,6ggmwpRSDoBkYMAwRXhmb0,0,9,0.0968,-9.733,1,Places I've Never Been,33,01-01-1996,0.0236,93.509,0.257,1996,neutral
0.626,['KALEO'],0.466,269893,0.496,0,0QQIhT6PtJ5glyn4HKNKQ6,6.22E-06,1,0.117,-6.606,1,All the Pretty Girls,68,10-06-2016,0.0302,74.747,0.352,2016,neutral
0.966,"['Francisco Canaro', 'Carlos Roldán']",0.483,224320,0.238,0,4JwFlUMLEXjUImXpYtE8mH,0.614,1,0.11,-12.743,1,Paja Brava - Remasterizado,0,08-03-1942,0.0676,147.102,0.801,1942,neutral
0.499,['Phineas Newborn Jr.'],0.577,226027,0.359,0,6mobK5J8IbiTX03sdReHyh,0.000677,5,0.113,-16.573,0,Cheryl,7,01-01-1962,0.0324,110.842,0.808,1962,neutral
0.592,['Amalia Mendoza'],0.278,196533,0.377,0,4viOVaGu0TJKXdb4FjqlDA,0,7,0.131,-12.118,1,Mucho Corazón,23,09-08-1968,0.0524,165.849,0.446,1968,neutral
0.986,"['Asha Bhosle', 'Mohammed Rafi']",0.643,191493,0.215,0,069MuiuTreH31D47LX0t6G,0.589,11,0.223,-17.374,1,Yeh Munh Masoor Ki Dal,0,01-12-1955,0.487,74.913,0.595,1955,neutral
0.481,['João Donato'],0.722,189307,0.208,0,0kfdvJhyb0QHBG1IM9Vlht,0.881,9,0.119,-23.775,0,Manha de Carnaval,49,1965,0.0466,116.793,0.88,1965,neutral
0.968,"['Francisco Canaro', 'Roberto Maida']",0.69,184507,0.263,0,2V4JUewyqO7GlKHVPsM66P,0.0988,1,0.0837,-9.024,1,Titiriteros - Remasterizado,0,03-12-1930,0.131,116.169,0.723,1930,neutral
0.0684,['Linda Ronstadt'],0.518,182040,0.436,0,7HblJM23la7H8kXeBwlkzN,1.02E-05,4,0.143,-10.805,1,Willin',46,1974,0.0362,141.374,0.521,1974,neutral
0.421,"['Johnny Clegg', 'Savuka']",0.628,291000,0.252,0,25u53mEJMoUkHcBWYavOVT,0,6,0.0315,-18.925,1,Asimbonanga (Mandela),44,18-05-1987,0.0267,85.065,0.52,1987,neutral
0.993,"['Francisco Canaro', 'Agustín Irusta']",0.576,179813,0.125,0,6eRmBPrtWmp9aI4HKd5mwG,0.00143,4,0.13,-15.467,1,El Poncho del Amor - Remasterizado,0,06-09-1927,0.242,218.51,0.75,1927,neutral
